case_id,reference,sft_prediction,reference_grpo,grpo_prediction,sft_correct,grpo_correct
sc_1978_insc_183,allowed,dismissed,allowed,dismissed,False,False
sc_1995_insc_488,dismissed,allowed,dismissed,allowed,False,False
sc_1999_insc_128,dismissed,dismissed,dismissed,dismissed,True,True
sc_1962_insc_111,allowed,dismissed,allowed,dismissed,False,False
sc_1962_insc_168,dismissed,dismissed,dismissed,dismissed,True,True
sc_2003_insc_33,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_1090,allowed,allowed,allowed,allowed,True,True
in_abs_train_2793,allowed,allowed,allowed,dismissed,True,False
sc_1994_insc_54,allowed,dismissed,allowed,dismissed,False,False
sc_1994_insc_409,allowed,allowed,allowed,allowed,True,True
sc_1996_insc_1088,allowed,dismissed,allowed,allowed,False,True
sc_2019_insc_1063,allowed,dismissed,allowed,dismissed,False,False
sc_2001_insc_164,dismissed,dismissed,dismissed,dismissed,True,True
sc_1990_insc_41,dismissed,dismissed,dismissed,dismissed,True,True
sc_1971_insc_35,dismissed,dismissed,dismissed,dismissed,True,True
sc_1990_insc_389,allowed,dismissed,allowed,dismissed,False,False
sc_1979_insc_23,allowed,dismissed,allowed,dismissed,False,False
sc_2019_insc_1370,allowed,allowed,allowed,dismissed,True,False
sc_2000_insc_394,dismissed,dismissed,dismissed,dismissed,True,True
sc_1996_insc_965,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2332,dismissed,allowed,dismissed,allowed,False,False
sc_1996_insc_882,dismissed,allowed,dismissed,allowed,False,False
sc_1996_insc_130,dismissed,dismissed,dismissed,dismissed,True,True
sc_1998_insc_302,dismissed,allowed,dismissed,allowed,False,False
sc_2009_insc_896,allowed,allowed,allowed,allowed,True,True
in_abs_train_6094,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_1426,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_913,allowed,dismissed,allowed,allowed,False,True
sc_2011_insc_289,allowed,allowed,allowed,allowed,True,True
sc_1968_insc_243,allowed,dismissed,allowed,allowed,False,True
sc_1972_insc_192,dismissed,allowed,dismissed,allowed,False,False
sc_1963_insc_135,dismissed,dismissed,dismissed,dismissed,True,True
sc_1972_insc_270,allowed,dismissed,allowed,dismissed,False,False
sc_2013_insc_104,dismissed,dismissed,dismissed,dismissed,True,True
sc_1986_insc_273,allowed,allowed,allowed,allowed,True,True
sc_2015_insc_184,dismissed,allowed,dismissed,allowed,False,False
sc_1980_insc_225,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3812,allowed,dismissed,allowed,dismissed,False,False
sc_1972_insc_99,allowed,dismissed,allowed,dismissed,False,False
sc_2005_insc_354,dismissed,allowed,dismissed,dismissed,False,True
sc_1975_insc_196,allowed,allowed,allowed,dismissed,True,False
sc_2008_insc_163,allowed,dismissed,allowed,dismissed,False,False
sc_2017_insc_1260,allowed,allowed,allowed,allowed,True,True
sc_2002_insc_338,allowed,dismissed,allowed,dismissed,False,False
sc_1971_insc_341,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_32,allowed,allowed,allowed,allowed,True,True
sc_1977_insc_149,allowed,dismissed,allowed,allowed,False,True
sc_2005_insc_151,allowed,allowed,allowed,allowed,True,True
in_abs_train_5911,dismissed,dismissed,dismissed,dismissed,True,True
sc_2008_insc_901,dismissed,allowed,dismissed,allowed,False,False
sc_1983_insc_54,dismissed,allowed,dismissed,allowed,False,False
sc_2019_insc_248,dismissed,dismissed,dismissed,dismissed,True,True
sc_1990_insc_248,dismissed,dismissed,dismissed,dismissed,True,True
sc_2001_insc_200,dismissed,dismissed,dismissed,dismissed,True,True
sc_1996_insc_611,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6616,dismissed,dismissed,dismissed,dismissed,True,True
sc_2019_insc_610,allowed,dismissed,allowed,dismissed,False,False
sc_2007_insc_1142,allowed,allowed,allowed,allowed,True,True
sc_2013_insc_202,allowed,allowed,allowed,allowed,True,True
sc_2021_insc_326,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_409,allowed,dismissed,allowed,allowed,False,True
sc_2003_insc_44,dismissed,dismissed,dismissed,dismissed,True,True
sc_1978_insc_190,allowed,dismissed,allowed,dismissed,False,False
sc_2017_insc_714,dismissed,dismissed,dismissed,dismissed,True,True
sc_1995_insc_790,allowed,allowed,allowed,allowed,True,True
in_abs_train_1082,allowed,allowed,allowed,allowed,True,True
sc_1999_insc_405,allowed,dismissed,allowed,dismissed,False,False
sc_1985_insc_9,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_5443,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_524,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2355,allowed,dismissed,allowed,dismissed,False,False
sc_1996_insc_671,dismissed,allowed,dismissed,dismissed,False,True
sc_2021_insc_312,allowed,dismissed,allowed,dismissed,False,False
sc_1975_insc_170,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_3487,allowed,allowed,allowed,allowed,True,True
sc_2012_insc_47,dismissed,dismissed,dismissed,dismissed,True,True
sc_1967_insc_56,dismissed,allowed,dismissed,allowed,False,False
sc_2015_insc_731,dismissed,dismissed,dismissed,dismissed,True,True
sc_1966_insc_250,dismissed,dismissed,dismissed,dismissed,True,True
sc_1996_insc_123,allowed,allowed,allowed,allowed,True,True
in_abs_train_3651,dismissed,dismissed,dismissed,allowed,True,False
sc_2015_insc_964,dismissed,dismissed,dismissed,dismissed,True,True
sc_2022_insc_973,allowed,allowed,allowed,allowed,True,True
sc_2004_insc_432,allowed,allowed,allowed,allowed,True,True
sc_2014_insc_439,allowed,dismissed,allowed,allowed,False,True
sc_1995_insc_395,dismissed,dismissed,dismissed,dismissed,True,True
sc_1987_insc_327,dismissed,allowed,dismissed,allowed,False,False
sc_2000_insc_495,dismissed,dismissed,dismissed,dismissed,True,True
sc_1979_insc_140,dismissed,allowed,dismissed,allowed,False,False
sc_2024_insc_98,allowed,allowed,allowed,allowed,True,True
sc_2023_insc_107,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_5680,dismissed,dismissed,dismissed,allowed,True,False
sc_1995_insc_836,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_4295,allowed,allowed,allowed,allowed,True,True
sc_2015_insc_369,allowed,allowed,allowed,allowed,True,True
sc_2004_insc_631,dismissed,allowed,dismissed,dismissed,False,True
sc_2016_insc_326,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1069,allowed,dismissed,allowed,dismissed,False,False
sc_1994_insc_277,dismissed,dismissed,dismissed,dismissed,True,True
sc_2015_insc_71,allowed,allowed,allowed,dismissed,True,False
sc_2020_insc_458,allowed,dismissed,allowed,dismissed,False,False
sc_2019_insc_310,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_4562,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5466,dismissed,allowed,dismissed,allowed,False,False
sc_1972_insc_196,dismissed,dismissed,dismissed,dismissed,True,True
sc_1996_insc_1521,allowed,allowed,allowed,allowed,True,True
sc_1973_insc_14,allowed,dismissed,allowed,dismissed,False,False
sc_1982_insc_49,dismissed,allowed,dismissed,dismissed,False,True
sc_1992_insc_104,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_2534,allowed,allowed,allowed,allowed,True,True
sc_1996_insc_1057,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_158,allowed,dismissed,allowed,allowed,False,True
sc_2004_insc_167,dismissed,allowed,dismissed,allowed,False,False
sc_2021_insc_699,allowed,dismissed,allowed,allowed,False,True
sc_1989_insc_124,allowed,dismissed,allowed,dismissed,False,False
sc_2024_insc_342,allowed,dismissed,allowed,allowed,False,True
sc_2018_insc_985,allowed,allowed,allowed,dismissed,True,False
sc_2015_insc_34,dismissed,allowed,dismissed,allowed,False,False
sc_1978_insc_112,allowed,dismissed,allowed,dismissed,False,False
sc_2004_insc_635,dismissed,allowed,dismissed,allowed,False,False
sc_1972_insc_122,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_4856,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2410,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5341,dismissed,allowed,dismissed,allowed,False,False
sc_2020_insc_674,dismissed,allowed,dismissed,dismissed,False,True
sc_2007_insc_433,allowed,allowed,allowed,allowed,True,True
in_abs_train_4163,dismissed,allowed,dismissed,allowed,False,False
sc_1966_insc_237,dismissed,allowed,dismissed,dismissed,False,True
sc_1976_insc_40,dismissed,allowed,dismissed,allowed,False,False
sc_1961_insc_178,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2988,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_5422,allowed,dismissed,allowed,dismissed,False,False
sc_1961_insc_60,allowed,allowed,allowed,allowed,True,True
sc_1961_insc_253,dismissed,dismissed,dismissed,dismissed,True,True
sc_1995_insc_44,dismissed,allowed,dismissed,allowed,False,False
sc_1958_insc_111,dismissed,dismissed,dismissed,dismissed,True,True
sc_2010_insc_512,allowed,allowed,allowed,dismissed,True,False
sc_1963_insc_244,allowed,dismissed,allowed,dismissed,False,False
sc_2003_insc_690,allowed,allowed,allowed,allowed,True,True
sc_1968_insc_274,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_1180,dismissed,allowed,dismissed,dismissed,False,True
sc_2012_insc_150,dismissed,allowed,dismissed,allowed,False,False
sc_2008_insc_1300,allowed,allowed,allowed,allowed,True,True
sc_1994_insc_72,allowed,dismissed,allowed,dismissed,False,False
sc_2001_insc_21,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_2924,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_409,allowed,dismissed,allowed,dismissed,False,False
sc_2006_insc_491,dismissed,allowed,dismissed,allowed,False,False
sc_2007_insc_574,allowed,allowed,allowed,allowed,True,True
sc_1997_insc_441,allowed,dismissed,allowed,allowed,False,True
sc_1975_insc_290,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_3365,dismissed,allowed,dismissed,allowed,False,False
sc_1957_insc_98,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_1928,dismissed,dismissed,dismissed,allowed,True,False
sc_2011_insc_409,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5878,dismissed,dismissed,dismissed,allowed,True,False
sc_1958_insc_10,dismissed,dismissed,dismissed,allowed,True,False
sc_2024_insc_399,allowed,allowed,allowed,dismissed,True,False
sc_2005_insc_600,dismissed,dismissed,dismissed,dismissed,True,True
sc_2022_insc_482,dismissed,allowed,dismissed,dismissed,False,True
sc_2014_insc_235,allowed,dismissed,allowed,dismissed,False,False
sc_1955_insc_59,dismissed,dismissed,dismissed,dismissed,True,True
sc_2006_insc_55,allowed,allowed,allowed,dismissed,True,False
sc_2015_insc_486,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3002,allowed,dismissed,allowed,allowed,False,True
sc_1990_insc_1,dismissed,dismissed,dismissed,dismissed,True,True
sc_1973_insc_174,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_4388,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1569,dismissed,allowed,dismissed,dismissed,False,True
sc_1967_insc_265,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3806,dismissed,allowed,dismissed,allowed,False,False
sc_2000_insc_421,allowed,allowed,allowed,allowed,True,True
in_abs_train_4532,dismissed,allowed,dismissed,allowed,False,False
sc_2009_insc_408,allowed,dismissed,allowed,allowed,False,True
sc_2019_insc_896,allowed,dismissed,allowed,dismissed,False,False
sc_1962_insc_87,dismissed,dismissed,dismissed,dismissed,True,True
sc_2002_insc_101,allowed,dismissed,allowed,dismissed,False,False
sc_1965_insc_28,allowed,allowed,allowed,allowed,True,True
sc_1968_insc_213,dismissed,dismissed,dismissed,dismissed,True,True
sc_1983_insc_150,dismissed,dismissed,dismissed,dismissed,True,True
sc_2011_insc_463,dismissed,allowed,dismissed,allowed,False,False
sc_2020_insc_204,allowed,dismissed,allowed,dismissed,False,False
sc_1979_insc_4,dismissed,dismissed,dismissed,dismissed,True,True
sc_2004_insc_424,dismissed,allowed,dismissed,allowed,False,False
sc_1997_insc_671,allowed,dismissed,allowed,dismissed,False,False
sc_2023_insc_29,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_3846,dismissed,dismissed,dismissed,dismissed,True,True
sc_2023_insc_541,allowed,allowed,allowed,allowed,True,True
sc_2002_insc_72,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_247,allowed,allowed,allowed,dismissed,True,False
sc_2014_insc_828,allowed,dismissed,allowed,dismissed,False,False
sc_2018_insc_633,dismissed,dismissed,dismissed,dismissed,True,True
sc_1988_insc_180,allowed,dismissed,allowed,dismissed,False,False
sc_1994_insc_184,dismissed,dismissed,dismissed,dismissed,True,True
sc_2011_insc_114,allowed,dismissed,allowed,dismissed,False,False
sc_2020_insc_3,allowed,allowed,allowed,allowed,True,True
sc_2020_insc_328,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_1702,dismissed,allowed,dismissed,allowed,False,False
sc_1970_insc_49,dismissed,dismissed,dismissed,dismissed,True,True
sc_1990_insc_160,dismissed,dismissed,dismissed,dismissed,True,True
sc_1993_insc_151,dismissed,allowed,dismissed,allowed,False,False
sc_2006_insc_498,allowed,dismissed,allowed,allowed,False,True
sc_2018_insc_426,allowed,dismissed,allowed,allowed,False,True
sc_1986_insc_195,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1708,dismissed,dismissed,dismissed,allowed,True,False
sc_1987_insc_328,dismissed,dismissed,dismissed,dismissed,True,True
sc_1996_insc_39,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_538,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_122,allowed,allowed,allowed,allowed,True,True
sc_1990_insc_84,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_5770,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_5114,allowed,dismissed,allowed,dismissed,False,False
sc_1996_insc_1266,dismissed,allowed,dismissed,allowed,False,False
sc_1968_insc_112,allowed,dismissed,allowed,dismissed,False,False
sc_2006_insc_998,dismissed,dismissed,dismissed,dismissed,True,True
sc_1984_insc_43,dismissed,dismissed,dismissed,dismissed,True,True
sc_1983_insc_61,dismissed,dismissed,dismissed,dismissed,True,True
sc_2016_insc_281,dismissed,allowed,dismissed,dismissed,False,True
sc_2010_insc_833,allowed,allowed,allowed,allowed,True,True
in_abs_train_789,allowed,allowed,allowed,dismissed,True,False
sc_1980_insc_210,dismissed,allowed,dismissed,dismissed,False,True
sc_2011_insc_374,dismissed,allowed,dismissed,dismissed,False,True
sc_2001_insc_101,allowed,allowed,allowed,allowed,True,True
in_abs_train_6981,dismissed,dismissed,dismissed,dismissed,True,True
sc_1983_insc_154,dismissed,dismissed,dismissed,dismissed,True,True
sc_2001_insc_362,allowed,allowed,allowed,allowed,True,True
sc_1993_insc_277,dismissed,dismissed,dismissed,dismissed,True,True
sc_1980_insc_157,allowed,dismissed,allowed,allowed,False,True
sc_1998_insc_281,allowed,dismissed,allowed,allowed,False,True
sc_1993_insc_341,allowed,allowed,allowed,dismissed,True,False
sc_2013_insc_344,allowed,allowed,allowed,allowed,True,True
sc_2012_insc_105,dismissed,allowed,dismissed,allowed,False,False
sc_1958_insc_50,allowed,dismissed,allowed,dismissed,False,False
sc_2006_insc_212,allowed,allowed,allowed,allowed,True,True
in_abs_train_5529,allowed,allowed,allowed,allowed,True,True
sc_2021_insc_152,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_2656,dismissed,dismissed,dismissed,dismissed,True,True
sc_1990_insc_328,dismissed,allowed,dismissed,allowed,False,False
sc_2019_insc_454,allowed,allowed,allowed,dismissed,True,False
sc_2007_insc_583,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_2673,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_2244,allowed,allowed,allowed,allowed,True,True
sc_1996_insc_161,dismissed,dismissed,dismissed,dismissed,True,True
sc_2002_insc_111,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2178,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_4806,dismissed,allowed,dismissed,allowed,False,False
sc_1973_insc_194,dismissed,allowed,dismissed,allowed,False,False
sc_2009_insc_1090,allowed,allowed,allowed,allowed,True,True
sc_1990_insc_111,dismissed,dismissed,dismissed,dismissed,True,True
sc_1954_insc_85,dismissed,dismissed,dismissed,allowed,True,False
sc_2021_insc_356,dismissed,allowed,dismissed,allowed,False,False
sc_2003_insc_166,dismissed,allowed,dismissed,dismissed,False,True
sc_2008_insc_948,allowed,allowed,allowed,dismissed,True,False
sc_2001_insc_109,allowed,allowed,allowed,allowed,True,True
sc_1996_insc_477,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1310,dismissed,dismissed,dismissed,dismissed,True,True
sc_1956_insc_70,dismissed,allowed,dismissed,allowed,False,False
sc_1963_insc_216,dismissed,dismissed,dismissed,dismissed,True,True
sc_2021_insc_392,dismissed,allowed,dismissed,dismissed,False,True
sc_2000_insc_241,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_3150,allowed,dismissed,allowed,dismissed,False,False
sc_2001_insc_340,allowed,dismissed,allowed,dismissed,False,False
sc_1999_insc_273,allowed,dismissed,allowed,dismissed,False,False
sc_1997_insc_116,dismissed,allowed,dismissed,allowed,False,False
sc_2015_insc_565,dismissed,allowed,dismissed,allowed,False,False
sc_2008_insc_169,allowed,allowed,allowed,allowed,True,True
sc_2000_insc_242,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6583,dismissed,dismissed,dismissed,allowed,True,False
sc_1973_insc_143,dismissed,allowed,dismissed,allowed,False,False
sc_1974_insc_84,dismissed,dismissed,dismissed,dismissed,True,True
sc_2005_insc_282,allowed,allowed,allowed,allowed,True,True
in_abs_train_3789,dismissed,allowed,dismissed,dismissed,False,True
sc_2009_insc_197,allowed,dismissed,allowed,dismissed,False,False
sc_1976_insc_298,allowed,allowed,allowed,dismissed,True,False
sc_2017_insc_1219,dismissed,dismissed,dismissed,dismissed,True,True
sc_1968_insc_81,allowed,dismissed,allowed,dismissed,False,False
sc_2009_insc_715,dismissed,allowed,dismissed,allowed,False,False
sc_1996_insc_389,allowed,dismissed,allowed,dismissed,False,False
sc_2007_insc_898,allowed,dismissed,allowed,allowed,False,True
sc_2024_insc_458,allowed,allowed,allowed,allowed,True,True
sc_1976_insc_145,allowed,allowed,allowed,dismissed,True,False
sc_1962_insc_38,dismissed,dismissed,dismissed,dismissed,True,True
sc_1964_insc_32,allowed,allowed,allowed,allowed,True,True
sc_1986_insc_174,dismissed,allowed,dismissed,dismissed,False,True
sc_1996_insc_1528,allowed,dismissed,allowed,dismissed,False,False
sc_2022_insc_1069,dismissed,allowed,dismissed,allowed,False,False
sc_1981_insc_18,allowed,dismissed,allowed,allowed,False,True
sc_1954_insc_106,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_423,allowed,allowed,allowed,allowed,True,True
in_abs_train_2868,allowed,dismissed,allowed,dismissed,False,False
sc_1956_insc_82,dismissed,dismissed,dismissed,dismissed,True,True
sc_2014_insc_338,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_2408,allowed,allowed,allowed,allowed,True,True
sc_1968_insc_128,allowed,dismissed,allowed,allowed,False,True
sc_2010_insc_557,dismissed,dismissed,dismissed,dismissed,True,True
sc_1978_insc_41,dismissed,allowed,dismissed,allowed,False,False
sc_2017_insc_330,allowed,allowed,allowed,allowed,True,True
sc_2022_insc_1027,dismissed,allowed,dismissed,dismissed,False,True
sc_1985_insc_16,allowed,dismissed,allowed,dismissed,False,False
sc_2005_insc_408,allowed,dismissed,allowed,allowed,False,True
sc_1994_insc_273,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_3516,allowed,dismissed,allowed,dismissed,False,False
sc_1984_insc_35,dismissed,dismissed,dismissed,dismissed,True,True
sc_1997_insc_801,dismissed,dismissed,dismissed,dismissed,True,True
sc_2001_insc_592,dismissed,dismissed,dismissed,allowed,True,False
sc_2009_insc_987,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_713,allowed,dismissed,allowed,allowed,False,True
sc_2004_insc_85,allowed,allowed,allowed,allowed,True,True
sc_1986_insc_157,allowed,allowed,allowed,allowed,True,True
sc_1997_insc_387,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_603,allowed,allowed,allowed,allowed,True,True
sc_1995_insc_471,allowed,allowed,allowed,allowed,True,True
in_abs_train_1767,dismissed,dismissed,dismissed,allowed,True,False
sc_2012_insc_505,dismissed,allowed,dismissed,dismissed,False,True
sc_1978_insc_140,dismissed,allowed,dismissed,dismissed,False,True
sc_2022_insc_1143,allowed,allowed,allowed,dismissed,True,False
sc_2019_insc_744,allowed,allowed,allowed,allowed,True,True
in_abs_train_4880,allowed,allowed,allowed,allowed,True,True
sc_1975_insc_263,allowed,allowed,allowed,allowed,True,True
sc_1995_insc_128,dismissed,dismissed,dismissed,dismissed,True,True
sc_1997_insc_323,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_3289,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_212,allowed,allowed,allowed,allowed,True,True
sc_2006_insc_132,allowed,allowed,allowed,allowed,True,True
sc_2003_insc_630,allowed,dismissed,allowed,dismissed,False,False
sc_1996_insc_500,dismissed,allowed,dismissed,allowed,False,False
sc_1999_insc_321,dismissed,allowed,dismissed,allowed,False,False
sc_1996_insc_1303,allowed,dismissed,allowed,dismissed,False,False
sc_1992_insc_9,dismissed,dismissed,dismissed,dismissed,True,True
sc_2002_insc_78,dismissed,dismissed,dismissed,dismissed,True,True
sc_1959_1_1336_1349_en,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5385,dismissed,dismissed,dismissed,allowed,True,False
sc_1996_insc_576,allowed,allowed,allowed,dismissed,True,False
sc_2007_insc_414,allowed,allowed,allowed,allowed,True,True
in_abs_train_1174,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2163,dismissed,allowed,dismissed,allowed,False,False
sc_1989_insc_249,allowed,dismissed,allowed,allowed,False,True
sc_2012_insc_358,allowed,dismissed,allowed,allowed,False,True
sc_1991_insc_30,dismissed,allowed,dismissed,allowed,False,False
sc_2010_insc_246,allowed,dismissed,allowed,dismissed,False,False
sc_2001_insc_495,allowed,dismissed,allowed,dismissed,False,False
sc_1995_insc_777,allowed,dismissed,allowed,dismissed,False,False
sc_2004_insc_202,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_969,allowed,dismissed,allowed,dismissed,False,False
sc_1973_insc_38,allowed,dismissed,allowed,allowed,False,True
sc_1996_insc_1512,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_4170,allowed,dismissed,allowed,dismissed,False,False
sc_2013_insc_199,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_858,dismissed,allowed,dismissed,dismissed,False,True
sc_2018_insc_540,dismissed,dismissed,dismissed,dismissed,True,True
sc_2004_insc_170,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_1281,dismissed,allowed,dismissed,dismissed,False,True
sc_2013_insc_66,allowed,allowed,allowed,allowed,True,True
sc_2013_insc_379,dismissed,dismissed,dismissed,dismissed,True,True
sc_1964_insc_31,dismissed,dismissed,dismissed,dismissed,True,True
sc_1972_insc_22,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_221,dismissed,dismissed,dismissed,dismissed,True,True
sc_1994_insc_507,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_533,dismissed,allowed,dismissed,allowed,False,False
sc_1969_insc_333,allowed,allowed,allowed,allowed,True,True
sc_2003_insc_587,dismissed,dismissed,dismissed,dismissed,True,True
sc_1990_insc_244,dismissed,dismissed,dismissed,dismissed,True,True
sc_2023_insc_350,allowed,allowed,allowed,allowed,True,True
sc_2015_insc_210,dismissed,allowed,dismissed,dismissed,False,True
sc_1979_insc_262,dismissed,allowed,dismissed,allowed,False,False
sc_2002_insc_488,allowed,allowed,allowed,dismissed,True,False
in_abs_train_5865,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_333,allowed,allowed,allowed,dismissed,True,False
sc_2008_insc_105,allowed,dismissed,allowed,dismissed,False,False
sc_2015_insc_462,dismissed,dismissed,dismissed,dismissed,True,True
sc_2017_insc_734,dismissed,allowed,dismissed,allowed,False,False
sc_2003_insc_161,dismissed,dismissed,dismissed,dismissed,True,True
sc_1971_insc_6,dismissed,dismissed,dismissed,dismissed,True,True
sc_2011_insc_604,allowed,allowed,allowed,allowed,True,True
sc_2013_insc_317,allowed,allowed,allowed,allowed,True,True
sc_1990_insc_211,dismissed,dismissed,dismissed,allowed,True,False
sc_2006_insc_137,dismissed,allowed,dismissed,allowed,False,False
sc_2008_insc_681,dismissed,dismissed,dismissed,dismissed,True,True
sc_1986_insc_74,allowed,allowed,allowed,dismissed,True,False
in_abs_train_5973,allowed,allowed,allowed,allowed,True,True
in_abs_train_4489,dismissed,allowed,dismissed,allowed,False,False
sc_2022_insc_1251,allowed,allowed,allowed,allowed,True,True
sc_1987_insc_51,dismissed,dismissed,dismissed,dismissed,True,True
sc_1970_insc_227,allowed,allowed,allowed,allowed,True,True
sc_2013_insc_243,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3751,allowed,dismissed,allowed,allowed,False,True
sc_2021_insc_330,dismissed,allowed,dismissed,dismissed,False,True
sc_2006_insc_718,dismissed,allowed,dismissed,allowed,False,False
sc_1954_insc_75,dismissed,allowed,dismissed,allowed,False,False
sc_2011_insc_831,allowed,dismissed,allowed,dismissed,False,False
sc_1990_insc_292,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_1821,allowed,allowed,allowed,allowed,True,True
in_abs_train_34,dismissed,dismissed,dismissed,allowed,True,False
sc_1997_insc_762,dismissed,dismissed,dismissed,dismissed,True,True
sc_2008_insc_452,allowed,allowed,allowed,dismissed,True,False
sc_2009_insc_146,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_11,dismissed,allowed,dismissed,allowed,False,False
sc_1997_insc_69,dismissed,allowed,dismissed,dismissed,False,True
sc_1977_insc_19,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_1055,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3987,allowed,dismissed,allowed,dismissed,False,False
sc_2001_insc_448,dismissed,allowed,dismissed,dismissed,False,True
sc_2023_insc_318,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_3861,dismissed,dismissed,dismissed,dismissed,True,True
sc_1994_insc_178,allowed,dismissed,allowed,dismissed,False,False
sc_1972_insc_188,dismissed,allowed,dismissed,allowed,False,False
sc_1987_insc_148,dismissed,dismissed,dismissed,dismissed,True,True
sc_2000_insc_578,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5814,allowed,dismissed,allowed,dismissed,False,False
sc_2020_insc_498,allowed,dismissed,allowed,dismissed,False,False
sc_1975_insc_231,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_4675,dismissed,allowed,dismissed,allowed,False,False
sc_2012_insc_555,allowed,allowed,allowed,allowed,True,True
sc_1996_insc_12,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_5810,dismissed,allowed,dismissed,allowed,False,False
sc_2004_insc_513,allowed,allowed,allowed,dismissed,True,False
sc_1996_insc_522,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1889,dismissed,allowed,dismissed,allowed,False,False
sc_2015_insc_222,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3130,allowed,allowed,allowed,allowed,True,True
sc_2000_insc_163,dismissed,allowed,dismissed,allowed,False,False
sc_2014_insc_172,allowed,allowed,allowed,allowed,True,True
